Question,Answer
"A small business is growing and needs to hire more employees. The business currently has 5 employees, and the owner anticipates the number of employees will double each year for the next 3 years. After the third year, the owner plans to downsize by laying off a quarter of the total workforce. How many employees will the company have at the end of the third year after the layoffs?","At the start, the business has 5 employees.
After the first year, the number of employees doubles to 5*2=<<5*2=10>>10.
After the second year, the number doubles again to 10*2=<<10*2=20>>20.
After the third year, it doubles once more to 20*2=<<20*2=40>>40.
A quarter of 40 is 40/4=<<40/4=10>>10.
So after laying off a quarter of the workforce, the company will have 40-10=<<40-10=30>>30 employees.
#### 30"
"A potter is making a set of bowls for a dinner party. She starts with 2 pounds of clay and makes 4 bowls from it. She then doubles the amount of clay for the next batch. From that batch, she makes twice as many bowls as the first batch. For the last batch, she again doubles the amount of clay and makes 3 times as many bowls as the second batch. How many bowls in total did the potter make for the dinner party?","In the first batch, the potter made 4 bowls.
For the second batch, she doubled the clay, which is 2*2=<<2*2=4>>4 pounds of clay.
She made twice as many bowls as the first batch, which is 4*2=<<4*2=8>>8 bowls.
For the last batch, she doubled the clay again, which is 4*2=<<4*2=8>>8 pounds of clay.
She made 3 times as many bowls as the second batch, which is 8*3=<<8*3=24>>24 bowls.
In total, the potter made 4+8+24=<<4+8+24=36>>36 bowls for the dinner party.
#### 36"
"A small company is experiencing rapid growth and needs to hire more employees to keep up with demand. Last year, they hired 5 new employees. This year, they plan to hire 4 times as many employees as last year. Next year, they anticipate needing to hire 50% more employees than they did this year. How many total new employees will the company hire over the three-year period?","Last year, the company hired 5 new employees.
This year, they will hire 4 times as many employees as last year, which is 5*4=<<5*4=20>>20 employees.
Next year, they will hire 50% more employees than this year. 50% of 20 is 0.5*20=<<0.5*20=10>>10, so they will hire 20+10=<<20+10=30>>30 employees next year.
In total, over the three-year period, the company will hire 5+20+30=<<5+20+30=55>>55 new employees.
#### 55"
"A company is expanding its workforce and plans to hire more employees over the next 5 years. The company currently has 120 employees. Each year, they plan to increase their workforce by 20% of the previous year's total. How many employees will the company have after 5 years of growth?","Start with 120 employees.
After 1 year: 120 * 1.20 = <<120*1.20=144>>144 employees
After 2 years: 144 * 1.20 = <<144*1.20=173>>173 employees (rounded to nearest whole number)
After 3 years: 173 * 1.20 = <<173*1.20=208>>208 employees
After 4 years: 208 * 1.20 = <<208*1.20=250>>250 employees
After 5 years: 250 * 1.20 = <<250*1.20=300>>300 employees
#### 300"
"A small business is experiencing steady growth in its customer base. At the start of the year, they had 120 regular customers. Each month, they gain 15 new customers, but they also lose 5% of their existing customer base. After 6 months, how many regular customers will the business have?","The business starts with 120 customers.
Each month for 6 months, they gain 15 customers. So, 15*6=<<15*6=90>>90 total new customers are added.
Now, we need to calculate the 5% loss each month:
Month 1: 120*0.05=<<120*0.05=6>>6 lost, 120+15-6=<<120+15-6=129>>129 total
Month 2: 129*0.05=<<129*0.05=6.45>>6 lost, 129+15-6=<<129+15-6=138>>138 total 
Month 3: 138*0.05=<<138*0.05=6.9>>7 lost, 138+15-7=<<138+15-7=146>>146 total
Month 4: 146*0.05=<<146*0.05=7.3>>7 lost, 146+15-7=<<146+15-7=154>>154 total
Month 5: 154*0.05=<<154*0.05=7.7>>8 lost, 154+15-8=<<154+15-8=161>>161 total
Month 6: 161*0.05=<<161*0.05=8.05>>8 lost, 161+15-8=<<161+15-8=168>>168 total
After 6 months, the small business will have 168 regular customers.
#### 168"
"A small business starts with $5,000 in sales in its first year. The business projects that its sales will grow by 25% each year for the next 5 years. Assuming these projections hold true, what will the company's sales be at the end of the 5th year?","Start with the initial sales of $5,000.
After the 1st year, sales will be $5,000 * 1.25 = <<5000*1.25=6250>>$6,250.
After the 2nd year, sales will be $6,250 * 1.25 = <<6250*1.25=7812.5>>$7,813.
After the 3rd year, sales will be $7,813 * 1.25 = <<7813*1.25=9766.25>>$9,766.
After the 4th year, sales will be $9,766 * 1.25 = <<9766*1.25=12207.5>>$12,208.
After the 5th year, sales will be $12,208 * 1.25 = <<12208*1.25=15260>>$15,260.
#### 15260"
"A population of rabbits is growing rapidly. The population starts with 6 rabbits and doubles every 4 months. After 1 year, 15 rabbits are removed from the population to be adopted as pets. How many rabbits remain in the population after this year?","In a year, there are 12/4=<<12/4=3>>3 periods of 4 months each.
After the first 4 months, the population doubles to 6*2=<<6*2=12>>12 rabbits.
After the second 4 months, the population doubles again to 12*2=<<12*2=24>>24 rabbits.
After the third 4 months, the population doubles a third time to 24*2=<<24*2=48>>48 rabbits.
15 rabbits are removed, leaving 48-15=<<48-15=33>>33 rabbits in the population after 1 year.
#### 33"
"A tiny alien civilization is growing rapidly on a distant planet. The alien population starts at 50 and doubles every 3 Earth years. Assuming this growth rate remains constant, what will the alien population be after 12 Earth years?","The alien population starts at 50. 
After 3 years, it doubles to 50*2=<<50*2=100>>100 aliens.
After 6 years, it doubles again to 100*2=<<100*2=200>>200 aliens.
After 9 years, it doubles once more to 200*2=<<200*2=400>>400 aliens.
Finally, after 12 years, the population doubles a last time to 400*2=<<400*2=800>>800 aliens.
#### 800"
A village is experiencing rapid population growth. The current population is 500 people. The village council predicts that the population will grow by 25% each year for the next 4 years. What will be the population of the village after 4 years of growth?,"Starting population is 500.
After 1 year: 500 * 1.25 = <<500*1.25=625>>625
After 2 years: 625 * 1.25 = <<625*1.25=781>>781
After 3 years: 781 * 1.25 = <<781*1.25=976>>976
After 4 years: 976 * 1.25 = <<976*1.25=1220>>1220
#### 1220"
"A small business is offering a special promotion to its customers. The promotion involves a points system where customers earn points for every dollar spent. The number of points earned per dollar doubles each day of the promotion. On the first day, customers earn 2 points per dollar spent. If a customer spends $50 on the fourth day of the promotion, how many points will they earn?","On day 1, customers earn 2 points per dollar spent.
On day 2, customers earn 2*2=<<2*2=4>>4 points per dollar spent.
On day 3, customers earn 4*2=<<4*2=8>>8 points per dollar spent.
On day 4, customers earn 8*2=<<8*2=16>>16 points per dollar spent.
If a customer spends $50 on day 4, they will earn 50*16=<<50*16=800>>800 points.
#### 800"
"A colony of bacteria starts with just 50 cells. Every 20 minutes, the number of bacteria doubles. If this exponential growth continues unabated, how many bacterial cells will be present after 3 hours?","First, calculate how many 20-minute intervals are in 3 hours:
3 hours = 180 minutes
180 minutes / 20 minutes per interval = <<180/20=9>>9 intervals
The bacteria double every interval, so the number of cells after each interval is:
Start: 50
Interval 1: 50 * 2 = <<50*2=100>>100
Interval 2: 100 * 2 = <<100*2=200>>200
Interval 3: 200 * 2 = <<200*2=400>>400
Interval 4: 400 * 2 = <<400*2=800>>800
Interval 5: 800 * 2 = <<800*2=1600>>1600
Interval 6: 1600 * 2 = <<1600*2=3200>>3200
Interval 7: 3200 * 2 = <<3200*2=6400>>6400
Interval 8: 6400 * 2 = <<6400*2=12800>>12800
Interval 9: 12800 * 2 = <<12800*2=25600>>25600
After 3 hours (9 intervals), there will be 25600 bacterial cells.
#### 25600"
"A rare species of bacteria is found to double in population every 4 hours under ideal conditions. If a scientist starts an experiment with 1000 of these bacteria in a controlled environment, how many bacteria will be present after 2 days?","There are 24 hours in a day, so in 2 days there are 24*2 = <<24*2=48>>48 hours.
The bacteria double every 4 hours, so in 48 hours, they will double 48/4 = <<48/4=12>>12 times.
Starting with 1000 bacteria, after doubling 12 times, there will be 1000*2^12 bacteria.
2^12 = <<2^12=4096>>4096
Therefore, after 2 days, there will be 1000*4096 = <<1000*4096=4096000>>4,096,000 bacteria present.
#### 4096000"
"A local farmer's market stand sells homemade jams. They started with 12 jars of strawberry jam on Monday morning. By the end of each day, they typically sell 1/3 of their remaining inventory. If this pattern continues, how many whole jars of strawberry jam will be left to sell on Thursday morning?","Starting Monday morning there are 12 jars.
After Monday, 1/3 of 12 is sold, leaving 12 * 2/3 = <<12*2/3=8>>8 jars.
After Tuesday, 1/3 of 8 is sold, leaving 8 * 2/3 = <<8*2/3=5.33333333333333>>5 jars.
After Wednesday, 1/3 of 5 is sold, leaving 5 * 2/3 = <<5*2/3=3.33333333333333>>3 jars.
So on Thursday morning, there will be 3 whole jars of strawberry jam left to sell.
#### 3"
"A farmer is trying to increase the size of his herd of cows. He currently has 50 cows. Each year, the number of cows in his herd increases by 20%. After 3 years at this growth rate, how many cows will the farmer have?","The farmer starts with 50 cows.
After the first year, the herd size will be 50 * 1.20 = <<50*1.20=60>>60 cows.
After the second year, the herd size will be 60 * 1.20 = <<60*1.20=72>>72 cows.
After the third year, the herd size will be 72 * 1.20 = <<72*1.20=86.4>>86 cows (rounded to the nearest whole number).
#### 86"
"A YouTuber started a channel and noticed that their subscriber count increased by 20% each month. If they began with 1000 subscribers at the start of the year, how many subscribers would they expect to have at the end of 6 months?","Month 1: 1000 * 1.2 = <<1000*1.2=1200>>1200 subscribers
Month 2: 1200 * 1.2 = <<1200*1.2=1440>>1440 subscribers 
Month 3: 1440 * 1.2 = <<1440*1.2=1728>>1728 subscribers
Month 4: 1728 * 1.2 = <<1728*1.2=2074>>2074 subscribers (rounded to nearest whole number)
Month 5: 2074 * 1.2 = <<2074*1.2=2489>>2489 subscribers (rounded to nearest whole number)
Month 6: 2489 * 1.2 = <<2489*1.2=2987>>2987 subscribers (rounded to nearest whole number)
#### 2987"
Brianna's sunflower was 6 inches tall when she first measured it. The sunflower grows at a rate of about 3 inches per week. Brianna's goal is for her sunflower to reach 51 inches tall so she can enter it into the county fair. How many weeks will it take for Brianna's sunflower to reach 51 inches?,"The sunflower needs to grow 51-6=<<51-6=45>>45 inches to reach the goal height.
Since it grows at a rate of 3 inches per week, we can find the number of weeks by dividing 45 by 3.
45/3=<<45/3=15>>15 weeks.
#### 15"
"A manufacturer of electronic components expects the demand for their products to increase by 8% each year for the next 5 years. If their current annual production is 50,000 units, how many units will they need to produce in the 5th year to meet the expected demand?","To calculate the production needed in the 5th year, we need to increase the current production by 8% each year for 5 years.
Year 1: 50,000 * 1.08 = <<50000*1.08=54000>>54,000 units
Year 2: 54,000 * 1.08 = <<54000*1.08=58320>>58,320 units
Year 3: 58,320 * 1.08 = <<58320*1.08=62986>>62,986 units
Year 4: 62,986 * 1.08 = <<62986*1.08=68024>>68,024 units
Year 5: 68,024 * 1.08 = <<68024*1.08=73466>>73,466 units
To meet the expected demand in the 5th year, the manufacturer will need to produce approximately 73,466 units.
#### 73466"
"A startup company is experiencing rapid growth in its user base. In the first month, they acquired 500 new users. The following month, they saw a 40% increase in new user acquisition. If this trend continues, with each subsequent month seeing a 40% increase in new users compared to the previous month, how many total new users will the company have acquired after 6 months?","Month 1: 500 new users
Month 2: 500 * 1.4 = <<500*1.4=700>>700 new users
Month 3: 700 * 1.4 = <<700*1.4=980>>980 new users
Month 4: 980 * 1.4 = <<980*1.4=1372>>1372 new users 
Month 5: 1372 * 1.4 = <<1372*1.4=1921>>1921 new users
Month 6: 1921 * 1.4 = <<1921*1.4=2689>>2689 new users
Total new users after 6 months: 500 + 700 + 980 + 1372 + 1921 + 2689 = <<500+700+980+1372+1921+2689=8162>>8162
#### 8162"
"A small town's population is growing rapidly. At the beginning of the year, the population was 5,000 people. By the end of the year, the population had increased by 12%. The following year, the population grew by another 15%. If this trend continues, with the population increasing by 18% in the third year, what will the town's population be at the end of the third year?","At the beginning of the first year, the population was 5,000.
After a 12% increase, the population at the end of the first year is 5,000 * 1.12 = <<5000*1.12=5600>>5,600.
In the second year, the population grows by another 15%: 5,600 * 1.15 = <<5600*1.15=6440>>6,440.
If this trend continues with an 18% increase in the third year, the population at the end of the third year will be: 6,440 * 1.18 = <<6440*1.18=7599.2>>7,599.
Rounding to the nearest whole number, the town's population will be <<round(7599.2)=7599>>7,599 at the end of the third year.
#### 7599"
"A small business starts with $5,000 in capital and sees growth of 20% each year. If this growth rate continues, how much capital will the business have after 5 years?","Start with the initial capital of $5,000.
After 1 year, the capital will be $5,000 * 1.20 = <<5000*1.20=6000>>$6,000.
After 2 years, the capital will be $6,000 * 1.20 = <<6000*1.20=7200>>$7,200.
After 3 years, the capital will be $7,200 * 1.20 = <<7200*1.20=8640>>$8,640.
After 4 years, the capital will be $8,640 * 1.20 = <<8640*1.20=10368>>$10,368.
After 5 years, the capital will be $10,368 * 1.20 = <<10368*1.20=12442>>$12,442.
#### 12442"
"A local bakery is known for its delicious cupcakes. They start with a basic recipe that yields 24 cupcakes. However, they anticipate a 25% increase in demand for their cupcakes each month for the next three months due to a popular food blog featuring their bakery. How many cupcakes will the bakery need to make in the third month to meet the expected demand?","To calculate the number of cupcakes needed in the third month, we first need to determine the number of cupcakes required in the first and second months.

Month 1: The bakery will make the base number of 24 cupcakes.

Month 2: The demand increases by 25% from the previous month.
24 * 1.25 = <<24*1.25=30>>30 cupcakes

Month 3: The demand increases by 25% from the second month.
30 * 1.25 = <<30*1.25=37.5>>38 cupcakes (rounded to the nearest whole number)

Therefore, the bakery will need to make 38 cupcakes in the third month to meet the expected demand.
#### 38"
"A colony of bacteria starts with a population of 1000. The population doubles every 4 hours. After 16 hours, a researcher applies an experimental treatment that reduces the population by 25%. How many bacteria are in the colony 20 hours after the initial measurement?","After the first 4 hours the population will be 1000*2=<<1000*2=2000>>2000 bacteria.
After 8 hours the population will have doubled again to 2000*2=<<2000*2=4000>>4000 bacteria.
After 12 hours it will have doubled once more to 4000*2=<<4000*2=8000>>8000 bacteria.
At 16 hours, right before the treatment, it will have doubled again to 8000*2=<<8000*2=16000>>16000 bacteria.
The treatment reduces this population by 25%, meaning it eliminates 0.25*16000=<<0.25*16000=4000>>4000 bacteria, leaving 16000-4000=<<16000-4000=12000>>12000 bacteria.
The population then doubles once more in the next 4 hours, reaching 12000*2=<<12000*2=24000>>24000 bacteria at the 20 hour mark.
#### 24000"
"A local bakery is known for its delicious chocolate chip cookies. The owner of the bakery wants to increase production to meet the growing demand. Currently, the bakery produces 120 cookies per day. The owner plans to increase production by 20% each month for the next 6 months. How many chocolate chip cookies will the bakery be producing per day after the 6-month period?","To calculate the number of cookies produced after 6 months, we need to increase the current production by 20% each month for 6 months.
Month 1: 120 * 1.20 = <<120*1.20=144>>144 cookies per day
Month 2: 144 * 1.20 = <<144*1.20=172.8>>173 cookies per day (rounded to the nearest whole number)
Month 3: 173 * 1.20 = <<173*1.20=207.6>>208 cookies per day
Month 4: 208 * 1.20 = <<208*1.20=249.6>>250 cookies per day
Month 5: 250 * 1.20 = <<250*1.20=300>>300 cookies per day
Month 6: 300 * 1.20 = <<300*1.20=360>>360 cookies per day
After the 6-month period, the bakery will be producing 360 chocolate chip cookies per day.
#### 360"
"A company is producing a new type of battery that degrades by 5% each year. If the battery starts with a 100% capacity, what will the battery's capacity be after 6 years of use?","After 1 year, the battery will have 100% * (1 - 0.05) = 100% * 0.95 = <<100*0.95=95>>95% capacity.
After 2 years, the battery will have 95% * 0.95 = <<95*0.95=90.25>>90% capacity.
After 3 years, the battery will have 90% * 0.95 = <<90*0.95=85.5>>86% capacity.
After 4 years, the battery will have 86% * 0.95 = <<86*0.95=81.7>>82% capacity.
After 5 years, the battery will have 82% * 0.95 = <<82*0.95=77.9>>78% capacity.
After 6 years, the battery will have 78% * 0.95 = <<78*0.95=74.1>>74% capacity.
#### 74"
"A population of rabbits in a forest starts with 6 rabbits. Each month, the number of rabbits increases by 50%. After 4 months, a disease strikes and reduces the rabbit population by 20%. How many rabbits are in the forest after the disease?","After the first month, there will be 6 * 1.5 = <<6*1.5=9>>9 rabbits.
After the second month, there will be 9 * 1.5 = <<9*1.5=13.5>>14 rabbits (rounded to the nearest whole number).
After the third month, there will be 14 * 1.5 = <<14*1.5=21>>21 rabbits.
After the fourth month, before the disease, there will be 21 * 1.5 = <<21*1.5=31.5>>32 rabbits (rounded to the nearest whole number).
The disease reduces the population by 20%, so the number of rabbits after the disease is 32 * 0.8 = <<32*0.8=25.6>>26 rabbits (rounded to the nearest whole number).
#### 26"
"A company wants to increase its sales revenue by 20% each year for the next 5 years. If their current annual sales revenue is $500,000, what will their annual sales revenue be after 5 years of growth?","Start with the current annual sales revenue of $500,000.
After 1 year, the revenue will be $500,000 * 1.20 = <<500000*1.20=600000>>$600,000.
After 2 years, the revenue will be $600,000 * 1.20 = <<600000*1.20=720000>>$720,000.
After 3 years, the revenue will be $720,000 * 1.20 = <<720000*1.20=864000>>$864,000.
After 4 years, the revenue will be $864,000 * 1.20 = <<864000*1.20=1036800>>$1,036,800.
After 5 years, the revenue will be $1,036,800 * 1.20 = <<1036800*1.20=1244160>>$1,244,160.
#### 1244160"
"A small business starts with $5,000 in capital. Each year, the business grows its capital by 20% through investments and profits. How much capital will the business have after 5 years of growth, rounded to the nearest dollar?","Let's start with the initial capital of $5,000.
After 1 year, the capital will be $5,000 * 1.20 = <<5000*1.20=6000>>$6,000.
After 2 years, the capital will be $6,000 * 1.20 = <<6000*1.20=7200>>$7,200.
After 3 years, the capital will be $7,200 * 1.20 = <<7200*1.20=8640>>$8,640.
After 4 years, the capital will be $8,640 * 1.20 = <<8640*1.20=10368>>$10,368.
After 5 years, the capital will be $10,368 * 1.20 = <<10368*1.20=12441.6>>$12,442 (rounded to the nearest dollar).
#### 12442"
"A small business owner starts with $5,000 in savings and decides to invest it in a fund that promises a 6% annual return, compounded yearly. If she doesn't touch the investment for 10 years, how much money will she have at the end of that period, rounded to the nearest dollar?","The formula for compound interest is A = P(1+r)^n, where A is the final amount, P is the principal (initial investment), r is the annual interest rate, and n is the number of years.
P = $5,000
r = 6% = 0.06
n = 10 years
A = 5000(1+0.06)^10
  = 5000(1.06)^10
  = 5000(1.7908)
  = <<5000*1.7908=8954>>$8,954 (rounded to the nearest dollar)
#### 8954"
"A small business is planning to expand its customer base through a referral program. Currently, they have 50 loyal customers. Each customer is expected to refer 3 new customers every month. The business projects this growth rate to continue for the next 4 months. How many total customers will the business have at the end of the 4-month period?","Month 1: 50 * 3 = <<50*3=150>>150 new customers, total is 50 + 150 = <<50+150=200>>200 customers
Month 2: 200 * 3 = <<200*3=600>>600 new customers, total is 200 + 600 = <<200+600=800>>800 customers 
Month 3: 800 * 3 = <<800*3=2400>>2400 new customers, total is 800 + 2400 = <<800+2400=3200>>3200 customers
Month 4: 3200 * 3 = <<3200*3=9600>>9600 new customers, total is 3200 + 9600 = <<3200+9600=12800>>12800 customers
After the 4-month referral program, the small business is projected to have a total of 12800 customers.
#### 12800"
"A local bakery is known for its delicious chocolate chip cookies. The owner, Sarah, starts with a recipe that yields 24 cookies. After seeing high demand, she decides to triple the recipe. The next week, due to even more popularity, she doubles the tripled recipe. However, the following week the demand slightly decreases, so she reduces the recipe by 1/4. How many cookies is Sarah's recipe yielding now?","Initially, Sarah's recipe yields 24 cookies.
After tripling the recipe, it yields 24 * 3 = <<24*3=72>>72 cookies.
Doubling the tripled recipe results in 72 * 2 = <<72*2=144>>144 cookies.
Reducing this recipe by 1/4 means she will now make 3/4 of 144 cookies.
3/4 of 144 is 144 * 3/4 = 144 * 0.75 = <<144*0.75=108>>108 cookies.
#### 108"
"A company produces a special kind of battery that loses 5% of its charge capacity each year. If the battery starts with a charge capacity of 2000 mAh, what will its charge capacity be after 6 years of use?","Each year, the battery loses 5% of its charge capacity. This means it retains 95% of its charge capacity each year.
After 1 year: 2000 mAh * 0.95 = <<2000*0.95=1900>>1900 mAh
After 2 years: 1900 mAh * 0.95 = <<1900*0.95=1805>>1805 mAh
After 3 years: 1805 mAh * 0.95 = <<1805*0.95=1715>>1715 mAh
After 4 years: 1715 mAh * 0.95 = <<1715*0.95=1629>>1629 mAh
After 5 years: 1629 mAh * 0.95 = <<1629*0.95=1548>>1548 mAh
After 6 years: 1548 mAh * 0.95 = <<1548*0.95=1471>>1471 mAh
Therefore, after 6 years of use, the battery's charge capacity will be approximately 1471 mAh.
#### 1471"
"A casino slot machine starts with a jackpot of $1,000,000. Each time someone plays the machine, the jackpot increases by 2%. If the machine gets played 20 times per day, what will the jackpot be at the end of a 30-day month?","The jackpot starts at $1,000,000 and increases by 2% each time it is played.
In one day, it is played 20 times. To calculate the jackpot after one day:
$1,000,000 * 1.02^20 = $1,000,000 * 1.4859 = <<1000000*1.4859=1485900>>$1,485,900
To calculate the jackpot after 30 days, we compound this daily increase:
$1,485,900 * 1.4859^29 = $1,485,900 * 1.8734 x 10^12 = <<1485900*1.8734e12=2.7844459e18>>$2,784,445,900,000,000
#### 2784445900000000"
"A small business has 5 employees and expects to grow by 20% each year for the next 3 years. Assuming they always round down to the nearest whole number of employees, how many employees will the company have after 3 years?","After the first year, the number of employees will be 5*1.20=<<5*1.20=6.0>>6 employees.
After the second year, the number will be 6*1.20=<<6*1.20=7.2>>7 employees. 
After the third year, the number will be 7*1.20=<<7*1.20=8.4>>8 employees.
So after 3 years of 20% growth per year, the small business will have 8 employees.
#### 8"
"A small business is experiencing rapid growth in its customer base. In the first month, they gained 50 new customers. The next month, their new customer count was 20% higher than the previous month. If this 20% month-over-month growth rate continues, how many new customers will they gain in the third month?","In the first month, the small business gained 50 new customers.
In the second month, they gained 20% more customers than the first month, which is 50 * 1.20 = <<50*1.20=60>>60 new customers.
To find the new customers in the third month, we take the second month's customer count and increase it by 20%: 60 * 1.20 = <<60*1.20=72>>72 new customers.
#### 72"
"A bacteria culture starts with 500 cells and doubles in size every 30 minutes. After 3 hours, 1/4 of the bacteria culture is removed and placed in a new petri dish. How many bacteria cells are in the original petri dish after the removal?","The bacteria culture doubles every 30 minutes, which means it will double 6 times in 3 hours.
After 1 doubling (30 min), there will be 500 * 2 = <<500*2=1000>>1000 bacteria cells.
After 2 doublings (60 min), there will be 1000 * 2 = <<1000*2=2000>>2000 bacteria cells.
After 3 doublings (90 min), there will be 2000 * 2 = <<2000*2=4000>>4000 bacteria cells.
After 4 doublings (120 min), there will be 4000 * 2 = <<4000*2=8000>>8000 bacteria cells.
After 5 doublings (150 min), there will be 8000 * 2 = <<8000*2=16000>>16000 bacteria cells.
After 6 doublings (180 min), there will be 16000 * 2 = <<16000*2=32000>>32000 bacteria cells.
If 1/4 of the bacteria culture is removed, then 3/4 of the bacteria culture remains.
32000 * 3/4 = <<32000*3/4=24000>>24000 bacteria cells remain in the original petri dish.
#### 24000"
"A fish population in a lake is growing by 20% each year. If there are currently 500 fish in the lake, how many fish will there be after 3 years of growth, rounded to the nearest whole number?","After 1 year, the population will be 500 * 1.2 = <<500*1.2=600>>600 fish.
After 2 years, the population will be 600 * 1.2 = <<600*1.2=720>>720 fish.
After 3 years, the population will be 720 * 1.2 = <<720*1.2=864>>864 fish.
Rounded to the nearest whole number, there will be 864 fish in the lake after 3 years.
#### 864"
"A population of bacteria in a lab dish doubles every 20 minutes. If the experiment begins with 1000 bacteria cells, how many bacteria cells will be present after 2 hours?","In 1 hour (60 minutes) the bacteria will double 60/20 = <<60/20=3>>3 times. 
After 1 hour, the number of bacteria will be 1000 * 2^3 = 1000 * 8 = <<1000*8=8000>>8000 bacteria.
In 2 hours (120 minutes) the bacteria will double 120/20 = <<120/20=6>>6 times total.
So after 2 hours, the number of bacteria will be 1000 * 2^6 = 1000 * 64 = <<1000*64=64000>>64000 bacteria.
#### 64000"
"A YouTube video about cats gets 1,000 views on the first day it is uploaded. Each day after that, the number of views increases by 20% from the previous day's views. How many total views will the video have after 5 days?","On day 1, the video has 1,000 views.
On day 2, the video gets 1,000*1.2=<<1000*1.2=1200>>1,200 views.
On day 3, the video gets 1,200*1.2=<<1200*1.2=1440>>1,440 views.
On day 4, the video gets 1,440*1.2=<<1440*1.2=1728>>1,728 views.
On day 5, the video gets 1,728*1.2=<<1728*1.2=2073.6>>2,074 views (rounded to the nearest whole number).
The total views after 5 days is 1,000+1,200+1,440+1,728+2,074=<<1000+1200+1440+1728+2074=7442>>7,442 views.
#### 7442"
"A bacteria culture starts with 1000 cells and doubles in population every 4 hours. After 3 doubling periods, 1/5 of the bacteria population dies off due to lack of nutrients. How many bacteria cells remain after this time?","The initial population is 1000 cells.
After 1 doubling period of 4 hours, the population is 1000 * 2 = <<1000*2=2000>>2000 cells.
After 2 doubling periods of 8 hours total, the population is 2000 * 2 = <<2000*2=4000>>4000 cells.
After 3 doubling periods of 12 hours total, the population is 4000 * 2 = <<4000*2=8000>>8000 cells.
Then 1/5 of 8000 dies off, which is 8000 * 1/5 = <<8000*1/5=1600>>1600 cells.
So the remaining population is 8000 - 1600 = <<8000-1600=6400>>6400 bacteria cells.
#### 6400"
"A rare species of bacteria is being studied in a lab. The population of bacteria doubles every 4 hours. If the experiment begins with a population of 500 bacteria cells, how many bacteria cells will be present after 20 hours?","The bacteria population doubles every 4 hours, so to determine how many times it doubles in 20 hours, we calculate 20/4=<<20/4=5>>5.
Starting with 500 bacteria cells, the population will double 5 times.
After 1 doubling (4 hours), the population will be 500*2=<<500*2=1000>>1000.
After 2 doublings (8 hours), the population will be 1000*2=<<1000*2=2000>>2000.
After 3 doublings (12 hours), the population will be 2000*2=<<2000*2=4000>>4000.
After 4 doublings (16 hours), the population will be 4000*2=<<4000*2=8000>>8000.
After 5 doublings (20 hours), the population will be 8000*2=<<8000*2=16000>>16000.
#### 16000"
"A video game developer is creating a new game where the player's character levels up and gains strength. The character starts at level 1 with a strength of 10. Each time the character levels up, their strength increases by 20%. If the character reaches level 5, what will their strength be?","At level 1, the character's strength is 10.
At level 2, the character's strength increases by 20%: 10 * 1.2 = <<10*1.2=12>>12
At level 3, the character's strength increases by 20% from level 2: 12 * 1.2 = <<12*1.2=14.4>>14
At level 4, the character's strength increases by 20% from level 3: 14 * 1.2 = <<14*1.2=16.8>>17
At level 5, the character's strength increases by 20% from level 4: 17 * 1.2 = <<17*1.2=20.4>>20
Therefore, when the character reaches level 5, their strength will be 20.
#### 20"
"A colony of bacteria starts with a population of 500. The colony grows at a rate of 60% every hour. After 4 hours, 20% of the bacteria die due to lack of resources. What is the size of the bacterial colony at the end of the 4 hours?","The initial population is 500 bacteria.
After 1 hour, the population grows by 60%. 500 * 1.6 = <<500*1.6=800>>800 bacteria.
After 2 hours, the population grows by another 60%. 800 * 1.6 = <<800*1.6=1280>>1280 bacteria.
After 3 hours, the population grows by another 60%. 1280 * 1.6 = <<1280*1.6=2048>>2048 bacteria.
After 4 hours, the population grows by another 60%. 2048 * 1.6 = <<2048*1.6=3277>>3277 bacteria (rounded to the nearest whole number).
However, 20% of the bacteria then die. 3277 * 0.8 = <<3277*0.8=2622>>2622 bacteria.
#### 2622"
"A city's population is growing at a rate of 5% per year. If the current population is 500,000, what will the population be after 3 years?","The population after 1 year will be 500,000 * 1.05 = <<500000*1.05=525000>>525,000.
The population after 2 years will be 525,000 * 1.05 = <<525000*1.05=551250>>551,250.
The population after 3 years will be 551,250 * 1.05 = <<551250*1.05=578813>>578,813.
#### 578813"
"A colony of bacteria starts with a population of 100 cells. The colony grows at a rate of 50% every hour. If this growth rate remains constant, what will the population of the bacterial colony be after 6 hours?","Starting population is 100 cells.
After 1 hour, the population increases by 50%: 100 + (100 * 0.5) = <<100+100*0.5=150>>150 cells
After 2 hours, the population increases by 50% again: 150 + (150 * 0.5) = <<150+150*0.5=225>>225 cells 
After 3 hours: 225 + (225 * 0.5) = <<225+225*0.5=338>>338 cells (rounded to nearest whole number)
After 4 hours: 338 + (338 * 0.5) = <<338+338*0.5=507>>507 cells
After 5 hours: 507 + (507 * 0.5) = <<507+507*0.5=761>>761 cells (rounded to nearest whole number)
After 6 hours: 761 + (761 * 0.5) = <<761+761*0.5=1142>>1142 cells (rounded to nearest whole number)
#### 1142"
