Question,Answer
"A cargo ship can carry 12,000 tons of goods and it takes 5 days to load the ship to its maximum capacity. If the ship is loaded with 400 tons of goods per hour for 6 hours a day, how many more tons of goods need to be loaded to reach the ship's maximum capacity?","The ship is loaded 6 hours per day with 400 tons per hour.
This means that each day, 6 * 400 = <<6*400=2400>>2400 tons are loaded.
Over 5 days, 5 * 2400 = <<5*2400=12000>>12,000 tons are loaded.
The ship's maximum capacity is 12,000 tons.
12,000 - 12,000 = <<12000-12000=0>>0 tons
No additional tons need to be loaded to reach the ship's maximum capacity.
#### 0"
"A company is organizing a team-building event and has allocated a budget of $1200 for food and drinks. They plan to provide sandwiches, chips, and soda. Each sandwich costs $6, a bag of chips is $1.50, and a can of soda is $1. They want to ensure that each person gets one sandwich, one bag of chips, and one can of soda. What is the maximum number of people that can be accommodated within the given budget?","The cost per person is: 
$6 (sandwich) + $1.50 (chips) + $1 (soda) = $<<6+1.5+1=8.5>>8.50
To find the maximum number of people, we divide the total budget by the cost per person:
$1200 / $8.50 per person = <<1200/8.5=141.1764705882353>>141.1764705882353
Rounding down to the nearest whole number, the maximum number of people that can be accommodated is <<floor(141.1764705882353)=141>>141.
#### 141"
"A roll of plastic wrap is 30 centimeters wide and 50 meters long. Leah needs to cover a rectangular pan that measures 40 centimeters by 60 centimeters. If she allows for an overhang of 5 centimeters on each side of the pan, how many times can she cover the pan with plastic wrap using the entire roll?","The roll of plastic wrap is 50 meters long, which is equivalent to 5000 centimeters (50 * 100 = <<50*100=5000>>5000 cm).
To cover the pan, Leah needs a piece of plastic wrap that is (40 + 5 + 5) = <<40+5+5=50>>50 centimeters wide and (60 + 5 + 5) = <<60+5+5=70>>70 centimeters long.
Each time she covers the pan, she will use a piece of plastic wrap that is 50 * 70 = <<50*70=3500>>3500 square centimeters.
The total area of the plastic wrap roll is 30 * 5000 = <<30*5000=150000>>150000 square centimeters.
Leah can cover the pan 150000 / 3500 = <<150000/3500=42.86>>43 times (rounded to the nearest whole number) using the entire roll of plastic wrap.
#### 43"
"A container can hold 48 fluid ounces of water when it is completely full. If a tap can fill the container at a rate of 2 fluid ounces per second, how many minutes will it take to fill the container to 75% of its capacity?","The container's full capacity is 48 fluid ounces.
75% of 48 fluid ounces is 0.75 * 48 = <<0.75*48=36>>36 fluid ounces.
The tap fills at a rate of 2 fluid ounces per second.
To fill 36 fluid ounces, it will take 36 / 2 = <<36/2=18>>18 seconds.
To convert seconds to minutes, we divide by 60.
18 seconds = 18 / 60 = <<18/60=0.3>>0.3 minutes, which is equivalent to 0.3 * 60 = <<0.3*60=18>>18 seconds.
#### 18"
"A bakery uses 2.5 kg of flour to make a batch of 10 loaves of bread. If the bakery has 37.5 kg of flour in stock, and each loaf of bread sells for $3.50, what will be the total revenue generated by selling all the bread that can be made with the available flour?","With 2.5 kg of flour, the bakery can make 10 loaves of bread.
This means that for every 1 kg of flour, the bakery can make 10 / 2.5 = <<10/2.5=4>>4 loaves.
With 37.5 kg of flour, the bakery can make 37.5 * 4 = <<37.5*4=150>>150 loaves.
If each loaf sells for $3.50, the total revenue from selling 150 loaves will be 150 * $3.50 = $<<150*3.50=525>>525.
#### 525"
"A construction company needs to transport 8,640 pounds of building materials to a job site. The materials are divided equally among 12 pallets, each weighing 120 pounds. If each truck can carry a maximum load of 2,400 pounds, including the weight of the pallets, how many trucks are needed to transport all the materials in a single trip?","The total weight of the materials is 8,640 pounds.
The weight of the materials on each pallet is 8,640 / 12 = <<8640/12=720>>720 pounds.
The total weight of each loaded pallet is 720 + 120 = <<720+120=840>>840 pounds.
Each truck can carry 2,400 pounds, so the number of pallets per truck is 2,400 / 840 = <<2400/840=2.857142857142857>>2.86, rounded down to <<floor(2.857142857142857)=2>>2 pallets per truck.
With 12 pallets and 2 pallets per truck, the number of trucks needed is 12 / 2 = <<12/2=6>>6 trucks.
#### 6"
"A school cafeteria has 225 students to feed lunch. They have 12 loaves of bread and want to make sure each student gets the same amount of bread. If each loaf of bread has 18 slices, how many slices of bread will each student receive?","The cafeteria has 12 loaves of bread and each loaf contains 18 slices.
The total number of bread slices is 12 * 18 = <<12*18=216>>216 slices.
There are 225 students that need to be fed.
Each student will receive 216 slices / 225 students = <<216/225=0.96>>0.96 slices per student.
Rounding down, each student will receive <<round(0.96,0)=1>>1 slice of bread.
#### 1"
"A construction company needs to transport 8,640 kilograms of building materials. Each truck can carry a maximum load of 2,400 kilograms per trip. If the company hires 3 trucks to share the load equally, how many trips will each truck need to make to transport all the materials?","The total amount of building materials is 8,640 kilograms.
Since the company hired 3 trucks to share the load equally, each truck will carry 8,640 / 3 = <<8640/3=2880>>2,880 kilograms.
Each truck can carry a maximum of 2,400 kilograms per trip.
To calculate the number of trips needed for each truck, we divide the load per truck by the maximum load per trip: 2,880 / 2,400 = <<2880/2400=1.2>>1.2
Since partial trips are not possible, we round up to the nearest whole number.
Each truck will need to make <<round(1.2)=2>>2 trips to transport all the materials.
#### 2"
"A recipe for banana bread requires 2 cups of all-purpose flour, 1 teaspoon of baking soda, 1/4 teaspoon of salt, 1/2 cup of butter, 3/4 cup of brown sugar, 2 eggs, 2 1/3 cups of mashed overripe bananas, and 1/2 cup of chopped walnuts. If Samantha wants to make 5 loaves of banana bread for a bake sale, how many cups of mashed bananas will she need in total?","The recipe requires 2 1/3 cups of mashed bananas for 1 loaf.
To calculate the amount needed for 5 loaves, we multiply:
2 1/3 * 5 = <<2.33333333*5=11.6666667>>11 2/3 cups (rounded to the nearest 1/3)
Since we cannot buy fractional amounts, we round up to the nearest whole number.
11 2/3 rounded up is <<round(11.6666667)=12>>12 cups.
Samantha will need 12 cups of mashed bananas to make 5 loaves of banana bread.
#### 12"
"A grocery store is having a sale on apples. The regular price is $1.50 per pound, but they are offering a 20% discount. If a customer purchases 12 pounds of apples, how much money will they save compared to the regular price?","The regular price for 12 pounds of apples is 12 * $1.50 = $<<12*1.50=18.00>>18.00.
The 20% discount is calculated as $18.00 * 0.20 = $<<18.00*0.20=3.60>>3.60.
The discounted price for 12 pounds of apples is $18.00 - $3.60 = $<<18.00-3.60=14.40>>14.40.
The customer will save $18.00 - $14.40 = $<<18.00-14.40=3.60>>3.60 by purchasing the apples during the sale.
#### 4"
"Samantha is making gift bags for her friend's birthday party. She has 120 pieces of candy to distribute evenly among the bags. If each bag will have 8 pieces of candy, how many gift bags can Samantha make? How many pieces of candy will be left over?","To find the number of gift bags, we divide the total number of candy pieces by the number of pieces per bag:
120 pieces ÷ 8 pieces/bag = <<120/8=15>>15 bags
To find the number of leftover pieces, we multiply the number of bags by the pieces per bag and subtract that from the total number of pieces:
120 pieces - (15 bags * 8 pieces/bag) = <<120-(15*8)=0>>0 pieces left over
Samantha can make 15 gift bags with 8 pieces of candy each, and she will have 0 pieces of candy left over.
#### 0"
"A family is planning a road trip from Chicago to Orlando, which is about 1840 kilometers. Their car can travel an average of 460 kilometers on a full tank of gas. If gas costs $3.50 per gallon and their car gets 28 miles per gallon, how much money will the family spend on gas for the round trip?","The total distance for the round trip is 1840 * 2 = <<1840*2=3680>>3680 kilometers.
To convert kilometers to miles, we use the conversion factor 1 mile = 1.6 kilometers.
3680 kilometers * (1 mile / 1.6 kilometers) = <<3680/1.6=2300>>2300 miles
With the car getting 28 miles per gallon, the trip will require 2300 miles / 28 miles/gallon = <<2300/28=82>>82 gallons of gas.
At $3.50 per gallon, the total cost for gas will be 82 gallons * $3.50/gallon = $<<82*3.5=287>>287.
#### 287"
"A marathon is 26.2 miles long. Jordan has been training for an upcoming marathon. Last week, he ran 3.4 miles on Monday, 4.8 miles on Wednesday, and 6.2 miles on Friday. This week, he increased each of those distances by 1.5 miles. How many more miles does he need to run this week to reach the full marathon distance?","Last week, Jordan ran a total of 3.4 + 4.8 + 6.2 = <<3.4+4.8+6.2=14.4>>14.4 miles.
This week, he increased each of those distances by 1.5 miles:
Monday: 3.4 + 1.5 = <<3.4+1.5=4.9>>4.9 miles
Wednesday: 4.8 + 1.5 = <<4.8+1.5=6.3>>6.3 miles
Friday: 6.2 + 1.5 = <<6.2+1.5=7.7>>7.7 miles
This week's total: 4.9 + 6.3 + 7.7 = <<4.9+6.3+7.7=18.9>>18.9 miles
To reach the full marathon distance of 26.2 miles, he needs to run an additional 26.2 - 18.9 = <<26.2-18.9=7.3>>7.3 miles (rounded to <<round(7.3,0)=7>>7 miles).
#### 7"
"A recipe for chocolate chip cookies requires 2 cups of flour, 1 cup of sugar, and 1/2 cup of butter to make a batch of 24 cookies. If Sophia wants to make 72 cookies for a bake sale, how many cups of each ingredient will she need?","To determine how many cups of each ingredient Sophia needs, we must find out how many batches of 24 cookies she needs to make to get 72 cookies total.
72 cookies / 24 cookies per batch = <<72/24=3>>3 batches
For flour, each batch requires 2 cups, so for 3 batches she will need:
3 batches * 2 cups per batch = <<3*2=6>>6 cups of flour
For sugar, each batch requires 1 cup, so for 3 batches she will need: 
3 batches * 1 cup per batch = <<3*1=3>>3 cups of sugar
For butter, each batch requires 1/2 cup, so for 3 batches she will need:
3 batches * 1/2 cup per batch = <<3*0.5=1.5>>1.5 cups of butter, which rounds to <<round(1.5)=2>>2 cups.
In total, Sophia will need 6 cups of flour, 3 cups of sugar, and 2 cups of butter to make 72 cookies.
#### 6 3 2"
"A factory produces 1200 bottles of soda every hour. The bottles are packed into crates, each holding 24 bottles. If a truck can transport 75 crates in one trip, how many trips will be needed to transport the factory's entire production for an 8-hour shift?","The factory produces 1200 bottles per hour. In an 8-hour shift, the total production is 1200 * 8 = <<1200*8=9600>>9600 bottles.
Each crate holds 24 bottles, so the number of crates needed is 9600 / 24 = <<9600/24=400>>400 crates.
A truck can transport 75 crates in one trip, so the number of trips needed is 400 / 75 = <<400/75=5.33333333333333>>5.33, which rounds to <<round(5.33333333333333)=5>>5 trips.
#### 5"
"A recipe for chocolate chip cookies requires 2 cups of flour, 1 cup of sugar, and 1/2 cup of butter. If Liam wants to make a large batch of cookies using 12 cups of flour, how many cups of sugar and butter will he need?","The original recipe uses 2 cups of flour, 1 cup of sugar, and 1/2 cup of butter.
To determine the multiplier for the large batch, we divide the new amount of flour by the original amount:
12 cups flour / 2 cups flour = <<12/2=6>>6
So, Liam will need to multiply all ingredients by 6 to maintain the same proportions.
For sugar: 1 cup * 6 = <<1*6=6>>6 cups of sugar
For butter: 1/2 cup * 6 = <<1/2*6=3>>3 cups of butter
Therefore, Liam will need 6 cups of sugar and 3 cups of butter for his large batch of cookies.
#### 6 cups of sugar and 3 cups of butter"
"A bakery uses 2.5 cups of flour to make a batch of 12 muffins. If a 5-pound bag of flour contains approximately 18 cups, how many batches of muffins can be made with 4 bags of flour?","Each bag of flour contains 18 cups, so 4 bags contain 4 * 18 = <<4*18=72>>72 cups of flour.
Each batch of muffins requires 2.5 cups of flour, so with 72 cups, the baker can make 72 / 2.5 = <<72/2.5=28.8>>28.8 batches.
Since a partial batch can't be made, this rounds down to 28 batches.
#### 28"
"A restaurant orders 15 cases of soda every week. Each case contains 24 cans and costs $18. If the restaurant charges $2.50 per can of soda, how much profit does the restaurant make from soda sales each week?","The restaurant orders 15 cases per week, each containing 24 cans. The total number of cans per week is 15 * 24 = <<15*24=360>>360 cans.
Each case costs $18, so the total cost for the soda is 15 * $18 = $<<15*18=270>>270 per week.
The restaurant sells each can for $2.50, so the total revenue from soda sales is 360 * $2.50 = $<<360*2.50=900>>900 per week.
The profit is the total revenue minus the total cost: $900 - $270 = $<<900-270=630>>630 per week.
#### 630"
"A family is planning a road trip from Houston to Orlando, which is approximately 1287 kilometers. Their car can travel an average of 95 kilometers per 3.8 liters of gasoline. If the average price of gasoline is $3.50 per liter, how much will the family spend on gasoline for the entire trip?","The trip from Houston to Orlando is 1287 kilometers.
The car travels 95 kilometers per 3.8 liters of gasoline.
To calculate the total liters of gasoline needed: 1287 km / (95 km / 3.8 L) = 1287 / (95/3.8) = 1287 / <<95/3.8=25>>25 = <<1287/25=51.48>>51.48 L
Round up to 52 liters to account for any extra driving.
At $3.50 per liter, the total cost of gasoline will be: 52 L * $3.50/L = $<<52*3.5=182>>182
#### 182"
"A school is planning a field trip and has reserved 5 buses for the event. Each bus can seat 44 students. If 198 students have signed up for the field trip so far, what is the maximum number of additional students that can still join?","The 5 buses can accommodate a total of 5 * 44 = <<5*44=220>>220 students.
With 198 students already signed up, the remaining capacity is 220 - 198 = <<220-198=22>>22 students.
Therefore, a maximum of 22 additional students can still join the field trip.
#### 22"
"A bakery uses 2.5 pounds of flour to make a batch of 20 cookies. If a 50-pound bag of flour costs $18, how much does the flour for each cookie cost?","A 50-pound bag of flour can make 50 / 2.5 = <<50/2.5=20>>20 batches of cookies.
Each batch makes 20 cookies, so a 50-pound bag can make 20 * 20 = <<20*20=400>>400 cookies.
The cost of flour per cookie is $18 / 400 = $<<18/400=0.045>>0.045 per cookie.
#### 0.045"
"A train travels at an average speed of 120 kilometers per hour. It makes 4 stops along the way, each lasting 12 minutes. If the total distance of the journey is 840 kilometers, how long will the entire trip take in hours?","The train's speed is 120 km/h, and the total distance is 840 km. Without stops, the journey would take 840 km / 120 km/h = <<840/120=7>>7 hours.
However, the train makes 4 stops, each lasting 12 minutes. We need to convert the total stop time from minutes to hours.
Total stop time = 4 * 12 = <<4*12=48>>48 minutes
48 minutes = <<48/60=0.8>>0.8 hours (48 minutes / 60 minutes per hour)
So, the total journey time is:
Travel time + Stop time = 7 hours + 0.8 hours = <<7+0.8=7.8>>7.8 hours
Rounded to the nearest whole number, the entire trip will take <<round(7.8)=8>>8 hours.
#### 8"
"A construction company is constructing a new skyscraper that will be 1280 feet tall. They have already completed 960 feet of the building. If they can build an average of 40 feet per week, how many more weeks will it take to complete the skyscraper?","The skyscraper will be 1280 feet tall in total.
They have already completed 960 feet, so they have 1280 - 960 = <<1280-960=320>>320 feet remaining to build.
They can build an average of 40 feet per week.
To calculate the number of weeks needed, we divide the remaining height by the average feet built per week:
320 feet / 40 feet per week = <<320/40=8>>8 weeks.
Therefore, it will take 8 more weeks to complete the skyscraper.
#### 8"
"A factory produces 480 bottles of soda per hour. They package the soda in cases of 24 bottles each. If the factory operates for 6 hours per day, 5 days per week, how many full cases of soda will they produce in 12 weeks?","The factory produces 480 bottles per hour.
In a day, they produce 480 * 6 = <<480*6=2880>>2880 bottles.
In a week, they produce 2880 * 5 = <<2880*5=14400>>14400 bottles.
In 12 weeks, they will produce 14400 * 12 = <<14400*12=172800>>172800 bottles.
Since there are 24 bottles in each case, they will produce 172800 / 24 = <<172800/24=7200>>7200 full cases in 12 weeks.
#### 7200"
"A recipe for chocolate chip cookies requires 2.5 cups of flour for every batch of 24 cookies. If Sophia wants to bake cookies for her daughter's class of 30 students and give each student 3 cookies, how many cups of flour will she need?","Sophia wants to give each of the 30 students 3 cookies. So the total number of cookies needed is 30 * 3 = <<30*3=90>>90 cookies.
Since the recipe makes 24 cookies per batch, Sophia will need to make 90 / 24 = <<90/24=3.75>>3.75 batches, which we round up to 4 batches.
Each batch requires 2.5 cups of flour, so for 4 batches, Sophia will need 4 * 2.5 = <<4*2.5=10>>10 cups of flour.
#### 10"
"An industrial machine can fill 120 cans of soda per minute. The machine operates for 6 hours per day, with two 15-minute breaks and one 30-minute maintenance period. Assuming the machine runs at full capacity during operation, how many cans of soda will it fill in 5 days?","The machine operates for 6 hours per day, which is 6 * 60 = <<6*60=360>>360 minutes per day.
However, there are two 15-minute breaks (2 * 15 = <<2*15=30>>30 minutes) and one 30-minute maintenance period.
So, the actual operation time per day is 360 - 30 - 30 = <<360-30-30=300>>300 minutes.
The machine fills 120 cans per minute, so in 300 minutes it will fill 120 * 300 = <<120*300=36000>>36000 cans per day.
In 5 days, the machine will fill 36000 * 5 = <<36000*5=180000>>180000 cans of soda.
#### 180000"
A cake recipe calls for 2 1/4 cups of flour and makes 12 servings. Justine needs to make enough cake for 27 people. How many cups of flour will she need?,"The original recipe makes 12 servings and uses 2 1/4 cups of flour.
To calculate the number of batches needed for 27 people, we divide 27 by 12.
27 / 12 = <<27/12=2.25>>2.25, which means Justine needs to make 2.25 batches.
To find the total amount of flour needed, multiply the cups of flour per batch by the number of batches.
2.25 * 2.25 = <<2.25*2.25=5.0625>>5.0625 cups of flour.
Rounding to the nearest whole number, Justine will need 5 cups of flour to make enough cake for 27 people.
#### 5"
"A factory produces 120 smartphones per hour. If each smartphone requires 12 microchips and the factory has a total of 43,200 microchips in stock, how many hours can the factory operate at full capacity before running out of microchips?","The factory produces 120 smartphones per hour and each smartphone requires 12 microchips.
So the factory uses 120 * 12 = <<120*12=1440>>1440 microchips per hour.
The factory has 43,200 microchips in stock.
To determine how many hours the factory can operate, we divide the total microchips by the microchips used per hour:
43,200 / 1440 = <<43200/1440=30>>30 hours.
The factory can operate at full capacity for 30 hours before running out of microchips.
#### 30"
"A fundraiser is selling wristbands to raise money for a local charity. The wristbands come in packs of 25. Each wristband is sold for $2. If the goal is to raise $600, how many packs of wristbands need to be sold?","To determine the number of packs needed, we first calculate how many individual wristbands need to be sold.
$600 / $2 per wristband = <<600/2=300>>300 wristbands
Since the wristbands come in packs of 25, we need to find out how many packs of 25 are needed to have 300 wristbands.
300 wristbands / 25 wristbands per pack = <<300/25=12>>12 packs
Therefore, 12 packs of wristbands need to be sold to reach the $600 goal.
#### 12"
"A factory produces 120 widgets per hour. Each widget requires 4 ounces of raw material. The factory operates for 8 hours per day, 5 days per week. If the cost of raw material is $2.50 per pound, how much does the factory spend on raw materials in a week?","The factory produces 120 widgets per hour and operates for 8 hours per day. So, the total number of widgets produced per day is 120 * 8 = <<120*8=960>>960.
Each widget requires 4 ounces of raw material. There are 16 ounces in a pound, so each widget requires 4 / 16 = <<4/16=0.25>>0.25 pounds of raw material.
The factory produces 960 widgets per day, so it needs 960 * 0.25 = <<960*0.25=240>>240 pounds of raw material per day.
The factory operates 5 days per week, so it needs 240 * 5 = <<240*5=1200>>1200 pounds of raw material per week.
The cost of raw material is $2.50 per pound, so the total cost for a week is 1200 * $2.50 = $<<1200*2.50=3000>>3000.
#### 3000"
"A car consumes 1 gallon of gasoline for every 25 miles driven. The tank can hold 12 gallons of gasoline. Robert needs to take a road trip that is 2,175 miles round trip. If gasoline costs $3.75 per gallon, how much will Robert spend on gasoline during the trip?","The car can travel 25 miles per gallon, so with a full tank of 12 gallons it can travel 12 * 25 = <<12*25=300>>300 miles.
Robert's round trip is 2,175 miles, so he will need 2,175 / 300 = <<2175/300=7.25>>7.25 tanks of gasoline.
Since we can only purchase whole gallons, Robert will need to buy 8 tanks worth of gasoline.
8 tanks * 12 gallons per tank = <<8*12=96>>96 gallons of gasoline.
At $3.75 per gallon, Robert will spend 96 * $3.75 = $<<96*3.75=360>>360 on gasoline for the trip.
#### 360"
"A construction company is building a new skyscraper that will be 1,200 feet tall. They have already completed 480 feet of the building. If they can build an average of 30 feet per week, how many weeks will it take them to finish the skyscraper?","The skyscraper will be 1,200 feet tall and they have already completed 480 feet.
The remaining height to be built is 1,200 - 480 = <<1200-480=720>>720 feet.
They can build an average of 30 feet per week.
To calculate the number of weeks needed, we divide the remaining height by the average weekly progress:
720 feet / 30 feet per week = <<720/30=24>>24 weeks.
It will take the construction company 24 weeks to finish the skyscraper.
#### 24"
"Amelia is preparing for a bake sale and needs to package cookies into boxes. She has baked a total of 168 chocolate chip cookies and 216 oatmeal raisin cookies. If each box can hold 12 cookies and must contain only one type of cookie, how many boxes will she need in total?","For the chocolate chip cookies, Amelia will need 168 / 12 = <<168/12=14>>14 boxes.
For the oatmeal raisin cookies, she will need 216 / 12 = <<216/12=18>>18 boxes.
In total, Amelia will need 14 + 18 = <<14+18=32>>32 boxes for all the cookies.
#### 32"
"A cargo ship can carry 50 containers. Each container can hold 1200 boxes. If a factory needs to ship 117,600 boxes, how many trips will the cargo ship need to make to transport all the boxes?","One container can hold 1200 boxes.
The ship can carry 50 containers.
So in one trip, the ship can transport 50 * 1200 = <<50*1200=60000>>60,000 boxes.
The factory needs to ship 117,600 boxes.
117,600 / 60,000 boxes per trip = <<117600/60000=1.96>>1.96 trips
Rounding up, the cargo ship will need to make <<round(1.96)=2>>2 trips to transport all the boxes.
#### 2"
"A class of 25 students is planning a field trip. The admission fee for the destination is $15 per person and the bus rental costs $250. If the total cost is split evenly among all the students, how much will each student need to pay?","The total cost for admission for 25 students is 25 * $15 = $<<25*15=375>>375.
The total cost for the field trip is $375 + $250 = $<<375+250=625>>625.
If the total cost of $625 is split evenly among 25 students, then each student will need to pay $625 / 25 = $<<625/25=25>>25.
#### 25"
"A company is organizing a large conference and expects 600 attendees. They plan to give each attendee a gift bag containing a t-shirt, a coffee mug, and a pen. The t-shirts cost $8 each, the mugs cost $5 each, and the pens cost $2 each. If the company has a budget of $10,000 for the gift bags, how many additional complete gift bags can they make with the remaining budget after providing one to each attendee?","The cost of one gift bag is $8 + $5 + $2 = $<<8+5+2=15>>15.
For 600 attendees, the total cost for the gift bags is 600 * $15 = $<<600*15=9000>>9000.
The remaining budget after providing a gift bag to each attendee is $10,000 - $9,000 = $<<10000-9000=1000>>1,000.
With the remaining budget, they can make an additional $1,000 / $15 per bag = <<1000/15=66.67>>67 complete gift bags.
#### 67"
"A gardener is planting a new flower bed. She wants to plant 6 rows of flowers, with 8 flowers in each row. She already has 18 flowers in her greenhouse that she can use. Flower seedlings are sold in packs of 4 at the garden center. How many packs of flower seedlings does she need to buy to complete her flower bed?","The gardener wants to plant 6 rows with 8 flowers each. This means she needs a total of 6 * 8 = <<6*8=48>>48 flowers.
She already has 18 flowers, so she needs 48 - 18 = <<48-18=30>>30 more flowers.
Flower seedlings are sold in packs of 4. To determine how many packs she needs, we divide 30 by 4.
30 / 4 = <<30/4=7.5>>7.5, which rounds up to <<round(7.5)=8>>8 packs.
Therefore, the gardener needs to buy 8 packs of flower seedlings to complete her flower bed.
#### 8"
"A construction company is working on a new office building. The construction is expected to take a total of 540 days with a crew of 12 workers. The manager wants to complete the project 180 days earlier. How many additional workers should be hired to complete the construction in the desired timeframe, assuming the same rate of work per person?","The original plan was to complete the project in 540 days with 12 workers.
The total amount of work can be represented as 540 days * 12 workers = <<540*12=6480>>6480 worker-days.
The manager wants to complete the project in 540 - 180 = <<540-180=360>>360 days.
To complete 6480 worker-days of work in 360 days, they will need 6480 worker-days / 360 days = <<6480/360=18>>18 workers.
Since they already have 12 workers, they need to hire an additional 18 - 12 = <<18-12=6>>6 workers.
#### 6"
"A local charity is organizing a fundraising event and has received commitments from sponsors totaling $12,500. The venue costs $2,800 to rent, catering is estimated at $35 per person, and there are additional expenses of $1,200 for decorations and entertainment. If the charity expects 150 people to attend and wants to raise at least $4,000 from ticket sales, what is the minimum price they should charge per ticket?","The charity has $12,500 in sponsor commitments.
The expenses are:
Venue rental: $2,800
Catering: 150 people * $35/person = $<<150*35=5250>>5,250
Decorations and entertainment: $1,200
Total expenses: $2,800 + $5,250 + $1,200 = $<<2800+5250+1200=9250>>9,250
Amount available for fundraising: $12,500 - $9,250 = $<<12500-9250=3250>>3,250
To raise at least $4,000 from ticket sales, they need to make up the difference:
$4,000 - $3,250 = $<<4000-3250=750>>750 more from ticket sales.
To raise $750 from 150 people, the minimum ticket price should be:
$750 / 150 people = $<<750/150=5>>5 per ticket.
#### 5"
"A bank is offering a promotional interest rate of 2% per year for new savings accounts. If Liam deposits $3,500 into a new account, how much interest will he earn after 5 years?","2% of $3,500 is 0.02 * $3,500 = $<<0.02*3500=70>>70 per year.
Over 5 years, the total interest earned will be $70 * 5 = $<<70*5=350>>350.
#### 350"
"A local grocery store is having a sale on apples. The regular price for a pound of apples is $2.49. The sale price is $1.99 per pound. If a customer buys 12 pounds of apples at the sale price, how much money will they save compared to buying the same amount at the regular price?","At the regular price, 12 pounds of apples would cost 12 * $2.49 = $<<12*2.49=29.88>>29.88.
At the sale price, 12 pounds of apples would cost 12 * $1.99 = $<<12*1.99=23.88>>23.88.
The amount saved by buying the apples at the sale price is $29.88 - $23.88 = $<<29.88-23.88=6>>6.00.
So the customer will save $6 by buying the apples during the sale.
#### 6"
"A marathon is 26.2 miles long. If a runner maintains an average pace of 8 minutes per mile, how many hours will it take them to complete the marathon? Express your answer rounded to the nearest tenth of an hour.","To calculate the total time, we need to multiply the distance by the pace.
26.2 miles * 8 minutes/mile = <<26.2*8=209.6>>209.6 minutes
To convert minutes to hours, we divide by 60.
209.6 minutes / 60 minutes/hour = <<round(209.6/60,1)=3.5>>3.5 hours
Rounded to the nearest tenth of an hour, it will take the runner 3.5 hours to complete the marathon at an 8 minute per mile pace.
#### 3.5"
"A restaurant has a 400-liter water tank that is 80% full. They use an average of 120 liters per day. The tank is refilled every Sunday night. If the tank starts the week 80% full, on which day of the week will the water level drop below 10%?","The tank has a capacity of 400 liters and is currently 80% full. 
400 * 0.8 = <<400*0.8=320>>320 liters in the tank at the start of the week.
The tank is refilled every Sunday night, so we start counting from Monday.
After Monday, there will be 320 - 120 = <<320-120=200>>200 liters left. 
After Tuesday, there will be 200 - 120 = <<200-120=80>>80 liters left.
After Wednesday, there will be 80 - 120 = <<80-120=-40>>-40 liters left, which is impossible since the tank cannot hold a negative amount.
At the end of Wednesday, the tank will have 80 liters, which is 80/400 = <<80/400=0.2>>0.2 or 20% of its capacity.
This is the first day the tank drops below 10% of its capacity.
#### Wednesday"
"A bakery uses 2.5 cups of flour to make a batch of 12 cookies. If a bag of flour contains 20 cups and costs $4.80, how much would the flour cost to make 60 cookies?","To make 12 cookies, 2.5 cups of flour are needed.
To make 60 cookies, 5 times more flour is needed.
2.5 * 5 = <<2.5*5=12.5>>12.5 cups of flour for 60 cookies.
A bag of flour costs $4.80 and contains 20 cups.
The cost per cup is $4.80 / 20 = $<<4.80/20=0.24>>0.24 per cup.
For 12.5 cups, the cost would be $0.24 * 12.5 = $<<0.24*12.5=3>>3.
#### 3"
"A manufacturing company packages its products in boxes. The products are first placed in a small box, then 8 of these small boxes are placed in a medium box. Finally, 10 of the medium boxes are placed in a large box for shipping. If the company has an order for 25,600 products, how many large boxes will be needed to ship the products?","First, let's determine how many products fit in each size of box.
Small box: 1 product
Medium box: 8 small boxes, so 8 * 1 = <<8*1=8>>8 products
Large box: 10 medium boxes, so 10 * 8 = <<10*8=80>>80 products
Now, we can calculate how many large boxes are needed for 25,600 products.
25,600 products / 80 products per large box = <<25600/80=320>>320 large boxes
#### 320"
"A train traveling at an average speed of 60 miles per hour left Chicago at 9:00 AM and arrived in Denver at 8:00 PM the same day. The distance between Chicago and Denver is 1,000 miles. During the journey, the train made 4 stops, each lasting 15 minutes. How long did the train spend in motion?","The train left Chicago at 9:00 AM and arrived in Denver at 8:00 PM, which is a total of 11 hours or 660 minutes.
During the journey, the train made 4 stops, each lasting 15 minutes. The total stopping time is 4 * 15 = <<4*15=60>>60 minutes or 1 hour.
The time spent in motion is the total journey time minus the total stopping time: 11 hours - 1 hour = <<11-1=10>>10 hours or 600 minutes.
Therefore, the train spent 10 hours or 600 minutes in motion during the journey from Chicago to Denver.
#### 600"
