Question,Answer
"Jasmine is 32 years old and her daughter Sophie is 4 years old. Jasmine's mother, Lily, is 28 years older than Jasmine. How old will Lily be when Sophie is a quarter of Jasmine's current age?","Jasmine is currently 32 years old.
Sophie is currently 4 years old.
Lily is 32 + 28 = <<32+28=60>>60 years old.
When Sophie is a quarter of Jasmine's current age, Sophie will be 32 / 4 = <<32/4=8>>8 years old.
In 8 - 4 = <<8-4=4>>4 years, Sophie will be a quarter of Jasmine's current age.
So in 4 years, Lily will be 60 + 4 = <<60+4=64>>64 years old.
#### 64"
"Lucy is 12 years younger than her brother Mark. In 8 years, Mark will be twice as old as Lucy. How old will Lucy be in 5 years?","Let's say Mark is currently x years old. Then, Lucy is currently x - 12 years old.
In 8 years, Mark will be x + 8 years old, and Lucy will be (x - 12) + 8 = x - 4 years old.
We know that in 8 years, Mark will be twice Lucy's age, so:
x + 8 = 2(x - 4)
x + 8 = 2x - 8
8 = x
Therefore, Mark is currently 8 years old, and Lucy is 8 - 12 = <<8-12=-4>>-4 years old (which is impossible).
However, the question asks how old Lucy will be in 5 years.
In 5 years, Lucy will be -4 + 5 = <<-4+5=1>>1 year old.
#### 1"
"Jasmine is 12 years younger than her brother Eric. In 8 years, Eric will be twice as old as Jasmine. How old is Jasmine now?","Let's say Jasmine is x years old now. Then, Eric is x + 12 years old.
In 8 years, Jasmine will be x + 8 years old, and Eric will be x + 12 + 8 = x + 20 years old.
We know that in 8 years, Eric will be twice Jasmine's age, so:
x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = <<20-16=4>>4
So, Jasmine is 4 years old now.
#### 4"
"Jordan is 12 years younger than his sister Amy. In 8 years, Amy will be twice as old as Jordan. How old will Jordan be in 5 years?","Let's say Jordan is currently x years old. Then Amy is currently x + 12 years old.
In 8 years, Jordan will be x + 8 years old and Amy will be x + 12 + 8 = x + 20 years old.
We know that in 8 years, Amy will be twice Jordan's age, so:
x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = <<20-16=4>>4
So Jordan is currently 4 years old. In 5 years, he will be 4 + 5 = <<4+5=9>>9 years old.
#### 9"
"Tessa is 24 years old. Her daughter Ava is 6 times younger than Tessa. If Ava's age doubles every 3 years, how old will Ava be when Tessa reaches 60 years old?","Ava's current age is 24 / 6 = <<24/6=4>>4 years old.
In 60 - 24 = <<60-24=36>>36 years, Tessa will be 60 years old.
36 years is equivalent to 36 / 3 = <<36/3=12>>12 doubling periods for Ava's age.
Ava's age will double 12 times in this period.
2^12 = <<2^12=4096>>4096
4 * 4096 = <<4*4096=16384>>16384
However, this is unrealistic since it exceeds a normal human lifespan.
More realistically, let's assume Ava's age doubles only once every 12 years after she reaches adulthood at 18.
When Tessa is 60, it will have been 60 - 24 = <<60-24=36>>36 years, which is 3 doubling periods of 12 years each.
Ava will be 18 in 14 years, then her age will double 3 times after that.
18 * 2^3 = <<18*2^3=144>>144
When Tessa is 60, Ava will be 36 years old assuming her age doubles every 12 years after age 18.
#### 36"
"Paul is 24 years old. His grandfather, George, is 4 times as old as Paul was 12 years ago. How old will George be in 8 years?","12 years ago, Paul was 24 - 12 = <<24-12=12>>12 years old.
George is 4 times as old as Paul was 12 years ago, so George is currently 4 * 12 = <<4*12=48>>48 years old.
In 8 years, George will be 48 + 8 = <<48+8=56>>56 years old.
#### 56"
Maria is currently 36 years old. Her daughter Sophie is one-third her age. In how many years will Maria be twice as old as Sophie?,"Sophie is currently 36 / 3 = <<36/3=12>>12 years old.
Let's say in x years, Maria will be twice as old as Sophie.
Maria's age in x years = 36 + x
Sophie's age in x years = 12 + x
According to the question, 36 + x = 2(12 + x)
36 + x = 24 + 2x
x = 36 - 24 = <<36-24=12>>12
Therefore, in 12 years, Maria will be twice as old as Sophie.
#### 12"
"Liam is currently 32 years old. His daughter Sophie is 4 times younger than him. Liam's father, Oliver, is 26 years older than Liam. How old will Sophie be when the sum of Liam's and Oliver's ages equals 100?","Liam is currently 32 years old, so his daughter Sophie is 32 / 4 = <<32/4=8>>8 years old now.
Liam's father Oliver is 26 years older than Liam, so Oliver is 32 + 26 = <<32+26=58>>58 years old now.
The sum of Liam's and Oliver's ages will equal 100 in 100 - 58 - 32  = <<100-58-32=10>>10 years.
In 10 years, Sophie will be 8 + 10 = <<8+10=18>>18 years old.
#### 18"
"Isabel is 12 years younger than her brother Diego. Four years from now, Diego's age will be twice Isabel's age. How old is Isabel now?","Let's say Isabel is x years old now.
Diego is 12 years older than Isabel, so Diego is x + 12 years old now.
In four years, Isabel will be x + 4 years old.
In four years, Diego will be x + 12 + 4 = x + 16 years old.
We know that in four years, Diego's age will be twice Isabel's age.
So, x + 16 = 2(x + 4)
x + 16 = 2x + 8
16 = x + 8
x = <<16-8=8>>8
Therefore, Isabel is 8 years old now.
#### 8"
"Lily is 8 years younger than her brother Tom. In 6 years, Lily will be 2/3 of Tom's age. How old will Lily and Tom be in 10 years?","Let's say Lily is x years old now. Then Tom is x + 8 years old.
In 6 years, Lily will be x + 6, and Tom will be x + 8 + 6 = x + 14.
We know that in 6 years, Lily will be 2/3 of Tom's age.
So, (x + 6) = 2/3 * (x + 14)
x + 6 = 2/3x + 28/3
x + 6 = 2x/3 + 28/3
3x + 18 = 2x + 28
3x - 2x = 28 - 18
x = <<28-18=10>>10
So Lily is 10 years old now, and Tom is 10 + 8 = <<10+8=18>>18 years old.
In 10 years, Lily will be 10 + 10 = <<10+10=20>>20 years old.
And Tom will be 18 + 10 = <<18+10=28>>28 years old.
#### 20
#### 28"
Liam was 32 years old when his daughter Sophia was born. Sophia is now one-third of Liam's current age. How old will Liam be in 11 years when Sophia is half his age?,"Let's assume Liam is currently x years old. 
Since Sophia is now one-third of Liam's current age, her current age is x/3. 
We also know that Liam was 32 when Sophia was born, so x - 32 = x/3.
Solving the equation: 
x - 32 = x/3
3x - 96 = x
2x = 96
x = <<96/2=48>>48
So, Liam is currently 48 years old, and Sophia is 48/3 = <<48/3=16>>16 years old.
In 11 years, Liam will be 48 + 11 = <<48+11=59>>59 years old.
At that time, Sophia will be 16 + 11 = <<16+11=27>>27 years old.
To confirm, in 11 years when Liam is 59, Sophia will be 59/2 = <<59/2=29.5>>29.5 years old (rounded to 30).
#### 59"
"Jordan is 12 years younger than his sister Mia. If Mia will be celebrating her 30th birthday in 6 years, how old will Jordan be in 10 years?","Mia will turn 30 in 6 years, so her current age is 30 - 6 = <<30-6=24>>24 years old.
Jordan is 12 years younger than Mia, so his current age is 24 - 12 = <<24-12=12>>12 years old.
In 10 years, Jordan's age will be 12 + 10 = <<12+10=22>>22 years old.
#### 22"
"Sophia is 12 years old and her brother Daniel is 4 times her age. If their father John is 20 years older than Daniel, how old will Sophia be when John turns 80?","Sophia is currently 12 years old.
Daniel is 4 * 12 = <<4*12=48>>48 years old.
John is 48 + 20 = <<48+20=68>>68 years old currently.
In 80 - 68 = <<80-68=12>>12 years, John will turn 80.
At that time, Sophia will be 12 + 12 = <<12+12=24>>24 years old.
#### 24"
"In 2010, Paula was 36 years old and her daughter Katie was 9. Paula realized that in some year in the future, her age would be exactly triple Katie's age. How many years after 2010 will this happen?","Let's set up the equation based on the information given. We need to find the number of years (x) such that Paula's age will be triple Katie's age.
Paula's age: 36 + x
Katie's age: 9 + x
Since Paula's age needs to be triple Katie's age, we can set up this equation:
36 + x = 3(9 + x)
36 + x = 27 + 3x
Simplify:
36 - 27 = 3x - x
9 = 2x
Divide both sides by 2:
9/2 = x
<<9/2=4.5>>4.5 = x
Round to the nearest whole number:
x = <<round(4.5)=5>>5
Therefore, 5 years after 2010, which is 2015, Paula's age will be exactly triple Katie's age.
#### 5"
"Olivia is 8 years younger than her brother Jacob. In 6 years, the sum of their ages will be 62. How old will Jacob be in 10 years?","Let's say Jacob is x years old now. Then Olivia is x - 8 years old now.
In 6 years, Jacob will be x + 6 years old, and Olivia will be (x - 8) + 6 = x - 2 years old.
We know that in 6 years, their ages will add up to 62. So:
(x + 6) + (x - 2) = 62
2x + 4 = 62
2x = 58
x = <<58/2=29>>29
So Jacob is 29 years old now.
In 10 years, Jacob will be 29 + 10 = <<29+10=39>>39 years old.
#### 39"
Kylie is 6 years old. Her mother is 5 times older than Kylie and her grandmother is 3 times older than her mother. In how many years will Kylie's mother be half the age of Kylie's grandmother?,"Kylie's mother is 6 * 5 = <<6*5=30>>30 years old.
Kylie's grandmother is 30 * 3 = <<30*3=90>>90 years old.
To determine in how many years Kylie's mother will be half the age of her grandmother, we need to find when the mother's age plus the number of years equals half of the grandmother's age plus the same number of years.
Let x be the number of years. We can write an equation:
30 + x = (90 + x) / 2
Simplifying: 30 + x = 45 + x/2
            30 + x = 45 + 0.5x
            0.5x = 15
            x = 15 / 0.5
            x = <<15/0.5=30>>30
Therefore, in 30 years, Kylie's mother will be half the age of Kylie's grandmother.
#### 30"
"Olivia is 12 years younger than her brother Logan. In 5 years, Logan will be twice as old as Olivia. How old will Olivia be in 10 years?","Let's say Olivia is x years old now. Then, Logan is x + 12 years old now.
In 5 years, Olivia will be x + 5 years old, and Logan will be x + 12 + 5 = x + 17 years old.
We know that in 5 years, Logan will be twice as old as Olivia. So, x + 17 = 2(x + 5)
x + 17 = 2x + 10
17 = x + 10
x = <<17-10=7>>7
So, Olivia is 7 years old now.
In 10 years, Olivia will be 7 + 10 = <<7+10=17>>17 years old.
#### 17"
"Sophia is 8 years younger than her brother Lucas. In 5 years, Lucas will be twice as old as Sophia. How old will Sophia be in 10 years if Lucas is currently 18 years old?","Since Lucas is currently 18 years old, in 5 years he will be 18 + 5 = <<18+5=23>>23 years old.
At that time, Lucas will be twice as old as Sophia, so Sophia will be 23 / 2 = <<23/2=11.5>>12 years old (rounded to the nearest whole number).
Since this is 5 years from now, Sophia is currently 12 - 5 = <<12-5=7>>7 years old.
In 10 years, Sophia will be 7 + 10 = <<7+10=17>>17 years old.
#### 17"
Zoe is 12 years younger than her sister Ava. Ava was 3 times as old as Zoe 6 years ago. How old will Zoe be in 4 years?,"Let's say Zoe is x years old now. 
Ava is 12 years older than Zoe, so Ava is x + 12 years old now.
6 years ago, Zoe was x - 6 years old and Ava was (x + 12) - 6 = x + 6 years old.
We know Ava was 3 times as old as Zoe 6 years ago.
So, x + 6 = 3(x - 6)
x + 6 = 3x - 18
24 = 2x
x = <<24/2=12>>12
So Zoe is 12 years old now.
In 4 years, Zoe will be 12 + 4 = <<12+4=16>>16 years old.
#### 16"
"Maya is 12 years younger than her brother Leo. In 8 years, Leo will be twice as old as Maya. How old is Maya now?","Let's say Maya is x years old now. Then, Leo is x + 12 years old now.
In 8 years, Maya will be x + 8 years old and Leo will be x + 12 + 8 = x + 20 years old.
We know that in 8 years, Leo will be twice as old as Maya. So, x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = <<20-16=4>>4
Therefore, Maya is 4 years old now.
#### 4"
"Megan is 12 years younger than her brother Steve. Four years from now, Steve will be twice as old as Megan was 3 years ago. How old is Megan now?","Let's say Megan is x years old now.
Steve is 12 years older than Megan, so Steve is currently x + 12 years old.
Four years from now, Steve will be x + 12 + 4 = <<x+12+4=x+16>>x + 16 years old.
Three years ago, Megan was x - 3 years old.
The question states that in four years, Steve will be twice Megan's age from 3 years ago.
So, x + 16 = 2(x - 3)
x + 16 = <<2(x-3)=2x-6>>2x - 6
x + 16 - 2x = -6 - 2x
16 - x = -6
16 = -6 + x
x = <<16+6=22>>22
Therefore, Megan is 22 years old now.
#### 22"
"Olivia is 12 years younger than her brother Jacob. In 8 years, Jacob will be twice as old as Olivia. What will be the sum of their ages 5 years from now?","Let's say Jacob is 'J' years old now and Olivia is 'O' years old.
We know Olivia is 12 years younger than Jacob, so O = J - 12.
In 8 years, Jacob will be J + 8, and Olivia will be O + 8 = (J - 12) + 8 = J - 4.
Since Jacob will be twice Olivia's age then, we can write: J + 8 = 2(J - 4)
Solving this: J + 8 = 2J - 8
8 = J - 8
J = <<8+8=16>>16
So, Jacob is 16 now, and Olivia is 16 - 12 = <<16-12=4>>4 now.
In 5 years, Jacob will be 16 + 5 = <<16+5=21>>21 and Olivia will be 4 + 5 = <<4+5=9>>9.
The sum of their ages in 5 years will be 21 + 9 = <<21+9=30>>30.
#### 30"
"John is 24 years old and his daughter Emma is 6 years old. John's father, William, is 30 years older than John. In how many years will William's age be twice the combined age of John and Emma?","John is 24 years old and Emma is 6 years old. Their combined age is 24 + 6 = <<24+6=30>>30 years old.
William is 30 years older than John, so his age is 24 + 30 = <<24+30=54>>54 years old.
Let's assume the number of years it takes is x. 
In x years, William's age will be 54 + x, and the combined age of John and Emma will be 30 + 2x (since there are two of them).
We want to solve the equation: 54 + x = 2(30 + 2x)
54 + x = 60 + 4x
54 - 60 = 4x - x
-6 = 3x
x = -6/3 = <<-6/3=-2>>-2
Since x is negative, it means that William's age was twice the combined age of John and Emma 2 years ago.
#### 2"
"Liam is 12 years younger than his brother Oliver. If Liam is currently 1/3 the age of his grandfather who is 81 years old, how old will Oliver be in 7 years?","Liam is currently 81 / 3 = <<81/3=27>>27 years old.
Since Liam is 12 years younger than Oliver, Oliver is currently 27 + 12 = <<27+12=39>>39 years old.
In 7 years, Oliver will be 39 + 7 = <<39+7=46>>46 years old.
#### 46"
"In 2015, Brad was 45 years old and his daughter Emily was 15 years old. Brad told Emily that in a certain future year, he would be twice as old as she would be in that year. How old will Brad be when this happens, and in what year will it occur?","In 2015, Brad was 45 and Emily was 15. Let's say the future year when Brad is twice Emily's age is X years from 2015.
In this future year, Brad will be 45 + X years old, and Emily will be 15 + X years old.
Since Brad is twice as old as Emily, we can write the equation: 45 + X = 2(15 + X)
Solving this equation:
45 + X = 30 + 2X
45 - 30 = 2X - X
15 = X
So, X = <<15/1=15>>15 years from 2015.
In 15 years from 2015, it will be 2015 + 15 = <<2015+15=2030>>2030.
In 2030, Brad will be 45 + 15 = <<45+15=60>>60 years old.
#### 60"
"Three years ago, Julia was 4 times as old as Kate. Julia is currently 39 years old. How old will Kate be 6 years from now?","If Julia is currently 39 years old, three years ago she was 39 - 3 = <<39-3=36>>36 years old.
Three years ago, Julia was 4 times as old as Kate, so Kate was 36 / 4 = <<36/4=9>>9 years old.
Currently, Kate is 9 + 3 = <<9+3=12>>12 years old.
In 6 years, Kate will be 12 + 6 = <<12+6=18>>18 years old.
#### 18"
"John is 18 years younger than his father George. In 12 years, George will be twice as old as John. How old is John now?","Let's say John is x years old now. Then, George is x + 18 years old now.
In 12 years, John will be x + 12 years old and George will be x + 18 + 12 = x + 30 years old.
We know that in 12 years, George will be twice John's age, so:
x + 30 = 2(x + 12)
x + 30 = 2x + 24
30 = x + 24
x = <<30-24=6>>6
So, John is 6 years old now.
#### 6"
"Liam is 12 years younger than his older sister Emma. When Liam was born, their father John was 32 years old. In how many years will John be twice as old as Emma?","Let's start by defining Emma's current age as E. Since Liam is 12 years younger, his current age is E - 12.
When Liam was born, Emma was 12 years old, so John was 32 + 12 = <<32+12=44>>44 years old when Emma was born.
Currently, John is 44 + E = <<44+E>>44 + E years old.
We want to find how many years from now (let's call it Y) John will be twice Emma's age:
44 + E + Y = 2 * (E + Y)
44 + E + Y = <<2*E+2*Y>>2E + 2Y
44 + E + Y = 2E + 2Y
44 = E + Y
Y = <<44-E>>44 - E
Therefore, in 44 - E years, John will be twice as old as Emma.
#### <<44-E>>"
"Emma is 12 years younger than her brother Lucas. In 7 years, Lucas will be twice as old as Emma's age at that time. How old is Emma now?","Let's denote Emma's current age as E and Lucas's current age as L.
We know that Lucas is 12 years older than Emma, so L = E + 12.
In 7 years, Lucas will be twice as old as Emma's age at that time.
So, L + 7 = 2(E + 7)
Substituting L with E + 12, we get:
E + 12 + 7 = 2(E + 7)
E + 19 = 2E + 14
19 = E + 14
E = 19 - 14
E = <<19-14=5>>5
Therefore, Emma is currently 5 years old.
#### 5"
"Sarah is 12 years younger than her brother Michael. In 8 years, Michael will be twice as old as Sarah. How old will Sarah be in 5 years?","Let's say Sarah is currently x years old. Then Michael is currently x + 12 years old.
In 8 years, Sarah will be x + 8 years old, and Michael will be x + 12 + 8 = x + 20 years old.
We know that in 8 years, Michael will be twice as old as Sarah, so:
x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = <<20-16=4>>4
So, Sarah is currently 4 years old.
In 5 years, Sarah will be 4 + 5 = <<4+5=9>>9 years old.
#### 9"
"Suzy is 8 years younger than her brother Mike. In 6 years, Mike will be twice as old as Suzy. How old will Suzy be in 10 years?","Let's say Suzy is x years old now. Then Mike is x + 8 years old.
In 6 years, Suzy will be x + 6 years old and Mike will be x + 8 + 6 = x + 14 years old.
We know that in 6 years, Mike will be twice Suzy's age.
So, x + 14 = 2(x + 6)
x + 14 = 2x + 12
14 = x + 12
x = <<14-12=2>>2
Suzy is 2 years old now.
In 10 years, Suzy will be 2 + 10 = <<2+10=12>>12 years old.
#### 12"
"Ethan is 12 years younger than his sister Olivia. In 8 years, Olivia will be twice as old as Ethan. How old will Ethan be in 5 years?","Let's say Ethan is x years old now. 
Olivia is 12 years older than Ethan, so she is x + 12 years old now.
In 8 years, Olivia will be (x + 12) + 8 = x + 20 years old.
In 8 years, Ethan will be x + 8 years old.
We know that in 8 years, Olivia will be twice Ethan's age.
x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = <<20-16=4>>4
So Ethan is 4 years old now.
In 5 years, Ethan will be 4 + 5 = <<4+5=9>>9 years old.
#### 9"
"Liam is 12 years younger than his brother Noah. Their dad Mark is 30 years older than Liam. If Noah is currently 27 years old, how old will Mark be in 10 years?","If Noah is currently 27, then Liam is 27 - 12 = <<27-12=15>>15 years old now.
Since Mark is 30 years older than Liam, Mark is currently 15 + 30 = <<15+30=45>>45 years old.
In 10 years, Mark will be 45 + 10 = <<45+10=55>>55 years old.
#### 55"
"In 2010, Jane was 3 times as old as her son Alex. If Jane will be 58 years old in 2030, how old will Alex be in 2040?","In 2030, Jane will be 58 years old. 
The year 2030 is 20 years after 2010.
So in 2010, Jane was 58 - 20 = <<58-20=38>>38 years old.
In 2010, Jane was 3 times as old as Alex, so Alex was 38 / 3 = <<38/3=13>>13 years old (rounded up).
From 2010 to 2040 is a period of 30 years.
In 2040, Alex will be 13 + 30 = <<13+30=43>>43 years old.
#### 43"
"Tina is 12 years younger than her older brother Jack. In 8 years, Jack will be twice as old as Tina. How old is Tina now?","Let's say Tina is x years old now. Then Jack is x + 12 years old now.
In 8 years, Tina will be x + 8 years old and Jack will be x + 12 + 8 = x + 20 years old.
We know that in 8 years, Jack will be twice Tina's age, so:
x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = <<20-16=4>>4
So Tina is 4 years old now.
#### 4"
"In the year 2000, Alice was 4 times as old as Bob. In 2040, Alice will be twice as old as Bob. If Bob is currently 30 years old, how old will Alice be in 2050?","Bob is 30 years old now. Let's calculate the current year by subtracting Bob's age from 2040.
2040 - 30 = <<2040-30=2010>>2010, so the current year is 2010.
In 2000, Alice was 4 times as old as Bob. 
2010 - 2000 = <<2010-2000=10>>10, so in 2000, Bob was 30 - 10 = <<30-10=20>>20 years old.
If Alice was 4 times as old as Bob in 2000, then she was 4 * 20 = <<4*20=80>>80 years old in 2000.
To calculate Alice's age in 2050, we add 50 years to her age in 2000.
80 + 50 = <<80+50=130>>130 years old.
Therefore, Alice will be 130 years old in 2050.
#### 130"
"Jenny is 8 years younger than Kate, and Kate is 5 years older than Mike. The sum of their current ages is 61. How old will Jenny be in 10 years?","Let's say Mike is x years old. Then:
Kate is x + 5 years old
Jenny is x + 5 - 8 = x - 3 years old
Their combined current age is 61, so:
x + (x+5) + (x-3) = <<x+x+5+x-3=3*x+2>>3x + 2 = 61
3x = <<61-2=59>>59
x = <<59/3=19.67>>20 years old
So currently, Jenny is 20 - 3 = <<20-3=17>>17 years old.
In 10 years, Jenny will be 17 + 10 = <<17+10=27>>27 years old.
#### 27"
"Every day, Michelle spends 30 minutes practicing the violin and 45 minutes practicing the piano. If she maintains this schedule without any breaks, how many total hours will she have practiced in 2 weeks?","We know Michelle practices for 30 + 45 = <<30+45=75>>75 minutes per day total.
There are 60 minutes in one hour, so Michelle practices 75/60 = <<75/60=1.25>>1.25 hours per day.
In one week, there are 7 days. So in 2 weeks, there are 7 * 2 = <<7*2=14>>14 days.
If Michelle practices 1.25 hours per day for 14 days, she will practice for a total of 1.25 * 14 = <<1.25*14=17.5>>17.5 hours.
Rounding to the nearest whole number, Michelle will practice for <<round(17.5)=18>>18 hours in 2 weeks.
#### 18"
"Emily is 12 years younger than her brother Mark, and Mark is 5 years older than his best friend Tom. In 8 years, the sum of their ages will be 105. What is Emily's age now?","Let's call Emily's current age x. This means:
Mark's current age is x + 12
Tom's current age is x + 12 - 5 = x + 7
In 8 years,
Emily will be x + 8 years old
Mark will be x + 12 + 8 = x + 20 years old
Tom will be x + 7 + 8 = x + 15 years old
We know the sum of their ages in 8 years will be 105.
(x + 8) + (x + 20) + (x + 15) = 105
3x + 43 = 105
3x = 105 - 43 = <<105-43=62>>62
x = 62 ÷ 3 = <<62/3=20.666667>>20 years (rounded to the nearest whole number)
Therefore, Emily is currently 20 years old.
#### 20"
"Cassie is 32 years old and her daughter Lily is 7. Cassie's mom, Grandma Rose, is 59. How old will Cassie be when the sum of her and Lily's ages equals Grandma Rose's age?","Let's say it takes n years for Cassie and Lily's combined age to equal Grandma Rose's age.
In n years, Cassie will be 32 + n years old, and Lily will be 7 + n.
So we can write the equation: (32 + n) + (7 + n) = 59 + n
Simplifying: 32 + 7 + 2n = 59 + n
39 + 2n = 59 + n
2n - n = 59 - 39
n = <<59-39=20>>20
Therefore, in 20 years, Cassie will be 32 + 20 = <<32+20=52>>52 years old.
#### 52"
"Farah is 32 years old, and her daughter Lila is 5 years old. Farah's mom, Grandma Gina, is 28 years older than Farah. How old will Grandma Gina be when Lila is the same age as Farah is now?","Currently, Grandma Gina is 32 + 28 = <<32+28=60>>60 years old.
Farah will be 32 + 27 = <<32+27=59>>59 years old when Lila is the same age as Farah is now (32).
At that time, Grandma Gina will be 60 + 27 = <<60+27=87>>87 years old.
#### 87"
"Sophia is 32 years old, and her daughter Emma is 4 years old. Sophia's friend Isabella is 7 years younger than her. In how many years will the sum of the ages of Sophia, Emma, and Isabella be 100?","Sophia is 32 years old now, and Isabella is 32 - 7 = <<32-7=25>>25 years old.
Let's say it takes x years for the sum of their ages to be 100.
In x years, Sophia will be 32 + x years old, Emma will be 4 + x years old, and Isabella will be 25 + x years old.
So, (32 + x) + (4 + x) + (25 + x) = 100
61 + 3x = <<32+4+25=61>>100
3x = 100 - 61 = <<100-61=39>>39
x = 39 / 3 = <<39/3=13>>13
Therefore, in 13 years, the sum of the ages of Sophia, Emma, and Isabella will be 100.
#### 13"
"Charlie is 12 years older than his sister Lily. Four years ago, Charlie was twice as old as Lily was then. How old will Lily be in 5 years?","Let's say Lily is x years old now. Then, Charlie is x + 12 years old now.
Four years ago, Lily was x - 4 years old, and Charlie was x + 12 - 4 = x + 8 years old.
We know that 4 years ago, Charlie was twice as old as Lily. So, x + 8 = 2(x - 4)
x + 8 = 2x - 8
8 = x
So, Lily is 8 years old now.
In 5 years, Lily will be 8 + 5 = <<8+5=13>>13 years old.
#### 13"
"Kyra is 32 years old and her daughter Lila is 7 years old. Kyra's mother, Grandma Esther, is 24 years older than twice Kyra's age. How old will Grandma Esther be when Lila is the same age that Kyra is now?","Kyra is currently 32 years old, and Grandma Esther is 24 years older than twice Kyra's age.
Twice Kyra's age is 32 * 2 = <<32*2=64>>64 years old.
Grandma Esther is 64 + 24 = <<64+24=88>>88 years old now.
Lila is currently 7 years old, and Kyra is 32 years old.
The age difference between Lila and Kyra is 32 - 7 = <<32-7=25>>25 years.
In 25 years, Lila will be the same age Kyra is now.
At that time, Grandma Esther will be 88 + 25 = <<88+25=113>>113 years old.
#### 113"
"In 1995, Alice was 3 times as old as her son Bob. In 2005, Alice was 2 times as old as Bob. If Bob is currently 44 years old in 2023, how old will Alice be in 2028?","Let's start by finding Alice's age in 1995. Bob's current age is 44 in 2023, so in 1995 he was 44 - (2023-1995) = <<44-(2023-1995)=16>>16 years old. 
Since Alice was 3 times as old as Bob in 1995, she was 3 * 16 = <<3*16=48>>48 years old in 1995.
In 2005, 10 years later, Bob was 16 + 10 = <<16+10=26>>26 years old, and Alice was 2 times as old as Bob, so she was 2 * 26 = <<2*26=52>>52 years old in 2005.
From 2005 to 2023 is 2023 - 2005 = <<2023-2005=18>>18 years. So in 2023, Alice is 52 + 18 = <<52+18=70>>70 years old.
From 2023 to 2028 is 2028 - 2023 = <<2028-2023=5>>5 years.
Therefore, in 2028, Alice will be 70 + 5 = <<70+5=75>>75 years old.
#### 75"
"In 2020, Alice was twice as old as her son Derek. Derek is currently 17 years younger than his father Bob. If Bob will be 67 years old in 15 years, how old was Alice in 2020?","In 15 years, Bob will be 67 years old, so his current age is 67 - 15 = <<67-15=52>>52 years old.
Derek is currently 17 years younger than Bob, so Derek's current age is 52 - 17 = <<52-17=35>>35 years old.
In 2020, Derek was 35 - 3 = <<35-3=32>>32 years old.
In 2020, Alice was twice as old as Derek, so her age was 32 * 2 = <<32*2=64>>64 years old.
#### 64"
"In 2020, John was 32 years old and his daughter Emma was 4 years old. John's age is always 7 times Emma's age plus 4. In what year will John be twice as old as Emma?","Let's say the year when John is twice Emma's age is Y.
In year Y, John's age = 32 + (Y - 2020) = <<32+(Y-2020)=Y-1988>>Y - 1988
In year Y, Emma's age = 4 + (Y - 2020) = <<4+(Y-2020)=Y-2016>>Y - 2016
Since John is twice Emma's age in year Y:
2(Y - 2016) = Y - 1988
2Y - 4032 = Y - 1988
2Y - Y = 4032 - 1988
Y = <<4032-1988=2044>>2044
Therefore, in the year 2044, John will be twice as old as Emma.
#### 2044"
"Jenna is 12 years younger than her brother Mark. If Jenna will be 36 years old in 7 years, how old was Mark 5 years ago?","Jenna will be 36 years old in 7 years, so her current age is 36 - 7 = <<36-7=29>>29 years old.
Jenna is 12 years younger than Mark, so Mark is currently 29 + 12 = <<29+12=41>>41 years old.
To calculate Mark's age 5 years ago, we subtract 5 from his current age: 41 - 5 = <<41-5=36>>36 years old.
Therefore, Mark was 36 years old 5 years ago.
#### 36"
"Jane is 12 years younger than Kate. In 8 years, Kate will be twice as old as Jane. How old will Jane be in 5 years?","Let's say Kate is k years old now, so Jane is k - 12 years old.
In 8 years, Kate will be k + 8 years old, and twice Jane's age at that time.
So, k + 8 = 2(k - 12 + 8)
k + 8 = 2k - 8
8 = k - 8
16 = k
k = <<16=16>>16
So Kate is 16 now, and Jane is 16 - 12 = <<16-12=4>>4 years old now.
In 5 years, Jane will be 4 + 5 = <<4+5=9>>9 years old.
#### 9"
Jennifer is currently 36 years old. Her daughter Sophia is one-third her age. In how many years will Jennifer be twice as old as Sophia?,"Sophia is currently one-third of Jennifer's age, so Sophia is 36 / 3 = <<36/3=12>>12 years old.
Let's say in X years, Jennifer will be twice as old as Sophia.
At that time, Jennifer's age will be 36 + X and Sophia's age will be 12 + X.
We can set up an equation: 36 + X = 2(12 + X)
36 + X = 24 + 2X
36 - 24 = 2X - X
12 = X
Therefore, in 12 years, Jennifer will be twice as old as Sophia.
#### 12"
